team,year,talent,scaled_talent
Idaho State,2021,71.55,-1.0012315133053877
Sacramento State,2021,71.2,-1.0024459748303782
Bethune-Cookman,2021,70.64,-1.004389113270363
Samford,2021,70.11,-1.0062281550082055
Central Arkansas,2021,68.32,-1.0124392582360138
Texas Southern,2021,62.7,-1.0319400404372885
Gardner-Webb,2021,58.53,-1.0464094820350314
Western Carolina,2021,57.52,-1.0499140710071468
Eastern Washington,2021,57.26,-1.050816242425711
Prairie View A&M,2021,56.79,-1.0524470907592696
Incarnate Word,2021,54.6,-1.0600461500156382
UC Davis,2021,51.38,-1.0712191960455502
Illinois State,2021,51.04,-1.0723989586698264
North Dakota State,2021,50.33,-1.0748625806205214
East Tennessee State,2021,49.58,-1.0774649981740723
Alabama A&M,2021,49.54,-1.0776037937769283
South Dakota,2021,46.05,-1.0897137101261185
Indiana State,2021,45.15,-1.0928366111903798
Morgan State,2021,44.52,-1.0950226419353624
Elon,2021,43.03,-1.10019277814175
Furman,2021,39.37,-1.1128925758030785
William & Mary,2021,38.56,-1.1157031867609135
San Diego,2021,37.37,-1.119832355945881
Lehigh,2021,36.97,-1.1212203119744415
Kennesaw State,2021,36.62,-1.1224347734994318
Richmond,2021,35.81,-1.1252453844572667
Charleston Southern,2021,34.78,-1.1288193712308099
Hampton,2021,33.45,-1.1334343250257737
Air Force,2021,30.32,-1.1442950809492596
Delaware,2021,29.77,-1.1462035204885301
Southeast Missouri State,2021,26.12,-1.1588686192491444
Sacred Heart,2021,24.95,-1.162928390632684
UAlbany,2021,24.67,-1.1638999598526762
Yale,2021,24.05,-1.166051291696945
The Citadel,2021,23.94,-1.1664329796047992
Mercer,2021,23.81,-1.1668840653140813
Fordham,2021,22.86,-1.1701804608819124
Lafayette,2021,22.41,-1.1717419114140428
Wagner,2021,21.98,-1.1732339641447453
Tennessee Tech,2021,19.2,-1.182880258543241
Tarleton State,2021,18.04,-1.1869053310260662
Jacksonville,2021,17.49,-1.1888137705653368
Arkansas-Pine Bluff,2021,15.35,-1.1962393353181353
Bryant,2021,14.59,-1.1988764517724004
Valparaiso,2021,14.28,-1.199952117694535
Stetson,2021,14.06,-1.200715493510243
South Dakota State,2021,13.27,-1.20345670666665
Monmouth,2021,13.17,-1.20380369567379
Brown,2021,9.44,-1.2167463856401166
Wofford,2021,7.83,-1.2223329086550725
New Hampshire,2021,7.81,-1.2224023064565006
St. Francis (PA),2021,7.3,-1.2241719503929152
Houston Christian,2021,5.41,-1.2307300426278633
Alabama,2022,1016.79,2.2797494668451685
Georgia,2022,989.76,2.185890049373013
Ohio State,2022,983.14,2.1629026522710646
Texas A&M,2022,947.3,2.0384512456043216
Clemson,2022,943,2.023519854737497
Texas,2022,887.45,1.8306271192370074
Oregon,2022,877.93,1.7975697143411535
LSU,2022,872.61,1.7790964586640592
Oklahoma,2022,870.34,1.7712140732529682
Notre Dame,2022,866.48,1.7578105456376325
USC,2022,860.12,1.7357259768206548
Florida,2022,856.95,1.7247184165769724
Miami,2022,854.72,1.7169749278251076
Michigan,2022,847.24,1.691001252549794
Penn State,2022,830.44,1.6326646556747586
North Carolina,2022,812.94,1.571897367263263
Auburn,2022,783.87,1.4709542201705672
Florida State,2022,780.76,1.4601550049157244
Tennessee,2022,764.8,1.4047352378844404
South Carolina,2022,762.63,1.397200094121415
Washington,2022,761.72,1.3940401951240173
Stanford,2022,757.81,1.3804630466846488
Ole Miss,2022,757.39,1.3790046317627729
Nebraska,2022,752.12,1.3607049969097114
Wisconsin,2022,744.44,1.3340368383382666
Arkansas,2022,741.06,1.3223000706336459
Kentucky,2022,737.33,1.309347957160796
UCLA,2022,733.3,1.2953541187437485
Mississippi State,2022,725.55,1.2684428910186576
Georgia Tech,2022,715.48,1.233475657058443
Missouri,2022,715.36,1.2330589670807643
TCU,2022,712.05,1.2215652685297897
Utah,2022,705.12,1.1975014223188378
Michigan State,2022,693.91,1.158575633570674
NC State,2022,686.19,1.131768578340003
Iowa,2022,681.98,1.1171497049564376
Indiana,2022,680.74,1.112843908520423
Maryland,2022,680.22,1.1110382519504813
Oklahoma State,2022,670.53,1.0773905362529161
Arizona State,2022,670.18,1.0761751904846861
Baylor,2022,666.05,1.0618341104195732
Boston College,2022,664.63,1.0569032790170405
West Virginia,2022,662.57,1.0497501010668875
Texas Tech,2022,660.31,1.0419024398206025
Pittsburgh,2022,654.56,1.0219360450568256
Northwestern,2022,653.48,1.0181858352577164
California,2022,653.31,1.0175955244560044
Arizona,2022,652.06,1.0132550038551833
Cincinnati,2022,650.89,1.009192276572815
Minnesota,2022,649.43,1.0041225485110556
Purdue,2022,646.08,0.9924899533008554
Virginia Tech,2022,640.85,0.9743292151070199
UCF,2022,636.16,0.958043581812739
Oregon State,2022,635.88,0.9570713051981551
Rutgers,2022,631.47,0.9417579485184584
Illinois,2022,631.46,0.9417232243536519
Vanderbilt,2022,629.76,0.935820116336535
Houston,2022,629.12,0.9335977697889146
Virginia,2022,625.94,0.9225554853804259
Louisville,2022,625.42,0.920749828810484
Colorado,2022,616.28,0.8890119421772801
Duke,2022,603.98,0.8463012194652006
SMU,2022,598.49,0.8272376529863943
Jackson State,2022,590.92,0.8009514602278215
Iowa State,2022,590.43,0.7992499761522996
Syracuse,2022,590.36,0.7990069069986538
Kansas State,2022,584.68,0.7792835813885225
Wake Forest,2022,575.42,0.7471290047776398
South Florida,2022,574.32,0.7433093466489176
Kansas,2022,574.29,0.7432051741544976
Washington State,2022,570.94,0.7315725789442973
Florida Atlantic,2022,550.51,0.660631110244477
Boise State,2022,533.92,0.6030237208303791
Memphis,2022,533.26,0.6007319259531457
Tulane,2022,521.86,0.5611463780736573
UTSA,2022,515.76,0.5399646375416502
Temple,2022,505.48,0.5042681961204976
North Texas,2022,504.97,0.5024972637153626
Fresno State,2022,502.26,0.49308701505278235
Toledo,2022,498.98,0.4816974889962279
Western Kentucky,2022,495.64,0.47009961795083377
East Carolina,2022,494.82,0.4672522364366951
Charlotte,2022,487.24,0.440931319513316
Tulsa,2022,485.87,0.43617410893481606
Southern Miss,2022,478.97,0.41221443521828366
Louisiana Tech,2022,473.76,0.3941231453540612
Georgia State,2022,471.84,0.38745610571119987
Arkansas State,2022,471.65,0.3867963465798751
South Alabama,2022,466.34,0.368357815067587
Texas State,2022,464.66,0.36252415538008365
Troy,2022,464.3,0.36127408544704714
Florida International,2022,459.71,0.3453356938008319
Louisiana,2022,458.15,0.33991872409100715
App State,2022,456.66,0.3347448235348286
Akron,2022,456.15,0.3329738911296934
Marshall,2022,455.3,0.33002233712113516
Western Michigan,2022,449.89,0.31123656396078136
Coastal Carolina,2022,446.58,0.29974286540980705
UAB,2022,443.8,0.290089547593581
Rice,2022,441.93,0.2835961287747526
Old Dominion,2022,438.06,0.27015787699461047
Colorado State,2022,431.38,0.24696213490382246
Middle Tennessee,2022,425.43,0.22630125684391406
Hawai'i,2022,419.54,0.20584872377284505
San José State,2022,417.95,0.2003275815686005
Nevada,2022,416.44,0.19508423268280864
BYU,2022,415.19,0.19074371208198754
Bowling Green,2022,415.08,0.19036174626911523
Georgia Southern,2022,414.14,0.18709767477729777
Northern Illinois,2022,409.86,0.1722357322400864
Eastern Michigan,2022,404.1,0.1522346133115028
Miami (OH),2022,397.26,0.1284832845838096
Kent State,2022,386.94,0.09264794650343058
Central Michigan,2022,384.48,0.08410580196101472
San Diego State,2022,372.29,0.041777045061807315
Utah State,2022,371.37,0.038582421899602926
Buffalo,2022,370.96,0.03715873114253352
UNLV,2022,368.29,0.027887379139179783
Ohio,2022,365.74,0.01903271711350469
UL Monroe,2022,348.53,-0.040727570518600396
Ball State,2022,345.29,-0.05197819991592854
New Mexico,2022,312.79,-0.16483173553727726
Alabama A&M,2022,293.63,-0.23136323530666322
Massachusetts,2022,292.14,-0.236537135862842
Wyoming,2022,292.03,-0.2369191016757143
UTEP,2022,289.39,-0.24608628118464843
Abilene Christian,2022,260.16,-0.347585014914249
Missouri State,2022,251.03,-0.3792881773826464
UConn,2022,239.17,-0.4204710368432371
Chattanooga,2022,237.41,-0.42658248984919317
Jacksonville State,2022,229.74,-0.45321592425583146
Northern Colorado,2022,227.83,-0.45984823973388606
Eastern Kentucky,2022,224.82,-0.47030021334066335
Florida A&M,2022,223.82,-0.47377262982132023
Grambling,2022,221.26,-0.48266201601180186
Alabama State,2022,208.22,-0.5279423269195677
Bethune-Cookman,2022,205.68,-0.5367622647804361
Sam Houston,2022,200.06,-0.5562772454017277
Tennessee State,2022,194.56,-0.5753755360453406
New Mexico State,2022,189.37,-0.5933973775799498
Northern Iowa,2022,185.49,-0.6068703535248985
Southern Illinois,2022,183.5,-0.6137804623214058
Southern,2022,178.64,-0.6306564064173983
Towson,2022,178.36,-0.631628683031982
SE Louisiana,2022,166.75,-0.6719434383724086
Liberty,2022,161.88,-0.6888541066332076
Rhode Island,2022,158.52,-0.7005214260082147
McNeese,2022,155.54,-0.7108692271205722
North Carolina A&T,2022,142.63,-0.7556981238858526
Northwestern State,2022,134.66,-0.783373283236688
Stephen F. Austin,2022,130.97,-0.7961865000503119
UT Martin,2022,128.97,-0.8031313330116256
Campbell,2022,124.16,-0.8198336562835853
Austin Peay,2022,121.11,-0.8304245265495886
Montana,2022,110.64,-0.8667807271020663
Portland State,2022,110.5,-0.8672668654093583
North Alabama,2022,107.8,-0.8766423899071318
James Madison,2022,104.24,-0.8890041925782703
UC Davis,2022,103.7,-0.8908792974778251
Nicholls,2022,100.39,-0.9023729960287994
Samford,2022,100.34,-0.9025466168528321
Montana State,2022,98.27,-0.909734518967792
Sacramento State,2022,96.08,-0.9173391110604305
Youngstown State,2022,94.39,-0.9232074949127407
Duquesne,2022,94.04,-0.9244228406809705
Illinois State,2022,92.75,-0.9289022579410179
UAlbany,2022,92.55,-0.9295967412371493
Western Illinois,2022,91.95,-0.9316801911255435
Central Arkansas,2022,82.3,-0.9651890101638824
Idaho,2022,82.22,-0.9654668034823348
East Tennessee State,2022,74.98,-0.9906070988022907
Eastern Washington,2022,73.36,-0.9962324135009548
Indiana State,2022,70.29,-1.0068927320965715
Stony Brook,2022,69.58,-1.009358147797838
Hampton,2022,69.24,-1.0105387694012613
Furman,2022,67.63,-1.0161293599351189
Elon,2022,64.96,-1.0254007119384727
Alcorn State,2022,62.59,-1.0336303389976293
Norfolk State,2022,61.79,-1.036408272182155
Prairie View A&M,2022,56.88,-1.0534578371021803
Murray State,2022,56.27,-1.0555760111553811
Cal Poly,2022,55.91,-1.0568260810884176
Eastern Illinois,2022,55.8,-1.0572080469012897
Richmond,2022,55.5,-1.0582497718454869
Maine,2022,54.69,-1.061062429194819
Texas Southern,2022,54.59,-1.0614096708428844
Weber State,2022,53.15,-1.0664099505750306
Southern Utah,2022,52.58,-1.068389227969005
North Carolina Central,2022,51.95,-1.0705768503518187
South Dakota,2022,51.92,-1.0706810228462385
Mississippi Valley State,2022,48.86,-1.0813066172770485
Northern Arizona,2022,47.14,-1.0872791736237783
Tennessee Tech,2022,43.6,-1.0995715279653038
San Diego,2022,43.29,-1.1006479770743074
Incarnate Word,2022,40.89,-1.108981776627884
Wagner,2022,39.77,-1.1128708830862197
Delaware,2022,39.14,-1.1150585054690334
Mercer,2022,38.11,-1.11863509444411
Idaho State,2022,37.08,-1.1222116834191866
Western Carolina,2022,35.6,-1.1273508598105588
South Carolina State,2022,35.03,-1.1293301372045332
Fordham,2022,32.71,-1.1373861434396573
Monmouth,2022,28.53,-1.151900844328803
Charleston Southern,2022,28.1,-1.1533939834154854
Morgan State,2022,28,-1.153741225063551
Southeast Missouri State,2022,26.12,-1.160269368047186
North Dakota State,2022,25.18,-1.1635334395390036
New Hampshire,2022,24.6,-1.1655474410977844
Yale,2022,24.05,-1.1674572701621457
Lamar,2022,23.88,-1.1680475809638575
Kennesaw State,2022,22.69,-1.1721797565758392
Lafayette,2022,22.41,-1.173152033190423
Robert Morris,2022,21.85,-1.1750965864195908
The Citadel,2022,21.07,-1.1778050712745034
Arkansas-Pine Bluff,2022,20.54,-1.1796454520092514
Gardner-Webb,2022,19.68,-1.1826317301826164
Wofford,2022,17.85,-1.1889862523422183
Jacksonville,2022,17.49,-1.190236322275255
Army,2022,17.27,-1.1910002539009996
St. Francis (PA),2022,16.89,-1.1923197721636491
Princeton,2022,16.08,-1.1951324295129813
Villanova,2022,15.94,-1.195618567820273
Bryant,2022,14.59,-1.20030633006916
Colgate,2022,14.43,-1.200861916706065
Valparaiso,2022,11.85,-1.2098207512261596
Lehigh,2022,11.72,-1.210272165368645
Central Connecticut,2022,11.33,-1.2116264077961014
William & Mary,2022,10.64,-1.2140223751677546
South Dakota State,2022,5.97,-1.2302385601324222
Houston Christian,2022,5.41,-1.23218311336159
Morehead State,2022,4.96,-1.2337457007778858
Air Force,2022,0,-1.250968886521944
Navy,2022,0,-1.250968886521944
Alabama,2023,1015.43,2.2160647706378493
Georgia,2023,977.87,2.0882509133990053
Ohio State,2023,974.79,2.077769904871432
Texas A&M,2023,925.92,1.9114689676173775
Clemson,2023,917.88,1.8841094518505963
Texas,2023,913.24,1.8683198805623042
LSU,2023,899.31,1.8209171374489628
USC,2023,896.41,1.811048655393781
Oklahoma,2023,884.97,1.7721191951485098
Oregon,2023,874.74,1.7373072739676427
Notre Dame,2023,870.7,1.7235594575873199
Miami,2023,860.27,1.6880669514371296
Penn State,2023,858.06,1.6805464875261111
Michigan,2023,850.43,1.6545821709464419
Florida,2023,845.29,1.637091137234843
Tennessee,2023,821.07,1.554672297449838
North Carolina,2023,805.63,1.5021311378181086
Auburn,2023,770.94,1.3840836748890486
TCU,2023,768.25,1.3749298070516554
Florida State,2023,765.33,1.3649932664995408
Nebraska,2023,765.2,1.3645508862694808
South Carolina,2023,763.02,1.357132510103861
Ole Miss,2023,756.04,1.333380094674491
Missouri,2023,755.4,1.3312022227726577
UCLA,2023,752.6,1.321674033202137
Washington,2023,751.12,1.3166377044291473
Michigan State,2023,747.34,1.3037746485089443
Mississippi State,2023,746.29,1.3002015774199989
Louisville,2023,744.16,1.2929533474967096
Wisconsin,2023,741.63,1.2843439476347749
Kentucky,2023,740.54,1.280634759551965
Arkansas,2023,730.93,1.2479326517759988
Utah,2023,722.55,1.2194161415613685
SMU,2023,714.21,1.191035748340603
Colorado,2023,711.87,1.1830729041995247
Georgia Tech,2023,710.85,1.179601920855978
Stanford,2023,710.28,1.1776622536934076
NC State,2023,700.85,1.145572672389832
Pittsburgh,2023,700.42,1.1441094147057875
Texas Tech,2023,694.26,1.1231473976506419
Iowa,2023,692.62,1.117566600902194
Arizona,2023,687.01,1.098476192512686
Maryland,2023,685.75,1.0941885072059518
Arizona State,2023,681.32,1.0791135501354492
California,2023,681.14,1.0785010236630586
Baylor,2023,678,1.0678158396446886
Indiana,2023,677.57,1.0663525819606445
Purdue,2023,671.1,1.044335658203048
Houston,2023,670.25,1.0414431720834256
West Virginia,2023,666.23,1.0277634142000351
Cincinnati,2023,663.68,1.0190859558411676
Northwestern,2023,657.88,0.9993489917308032
UCF,2023,653.97,0.9860435555805402
Oregon State,2023,653.16,0.9832871864547822
Boston College,2023,650.23,0.9733166166542017
Oklahoma State,2023,649.79,0.971819329721691
Minnesota,2023,640.46,0.9400700409027771
Vanderbilt,2023,639.88,0.9380963444917406
Virginia Tech,2023,638.89,0.934727448893592
Iowa State,2023,638.87,0.9346593903966599
Rutgers,2023,636.35,0.9260840197831912
Kansas,2023,632.68,0.9135952855961154
Illinois,2023,630.95,0.9077082256114725
Memphis,2023,626.86,0.8937902629888187
South Florida,2023,622.89,0.8802806513477587
Virginia,2023,622.7,0.8796340956269021
Duke,2023,620.9,0.8735088309029956
Kansas State,2023,616,0.8568344991545842
Syracuse,2023,610.75,0.8389691437098576
Wake Forest,2023,603.68,0.8149104650442923
Florida Atlantic,2023,582.59,0.743142780029191
Boise State,2023,579.88,0.7339208536948653
BYU,2023,576.25,0.7215682365016544
UTSA,2023,574.52,0.715681176517011
Washington State,2023,573.28,0.7114615497072089
Massachusetts,2023,565.65,0.6854972331275396
East Carolina,2023,563.94,0.679678231639829
Fresno State,2023,555.3,0.6502769609650786
Charlotte,2023,554.96,0.6491199665172299
Temple,2023,554.47,0.6474525333423887
South Alabama,2023,545.68,0.6175408239406462
Tulane,2023,537.7,0.5903854836646621
Tulsa,2023,520.23,0.5309363865943052
App State,2023,517.56,0.521850577253844
Coastal Carolina,2023,515.69,0.5154871077906751
San José State,2023,513.83,0.5091576675759719
Georgia State,2023,499.67,0.46097225174790923
Toledo,2023,497.64,0.4540643143092815
Western Kentucky,2023,491.26,0.4323536537878805
Middle Tennessee,2023,487.98,0.4211920602909847
Florida International,2023,487.5,0.41955865636460965
Arkansas State,2023,487.4,0.4192183638799481
UConn,2023,484.94,0.4108471687572763
Texas State,2023,484.79,0.4103367300302842
Marshall,2023,478.59,0.3892385959812736
Louisiana,2023,475.45,0.3785534119629038
North Texas,2023,474.38,0.37491228237702623
UAB,2023,473.46,0.3717815915181408
Nevada,2023,470.32,0.361096407499771
Rice,2023,466.78,0.3490500535427553
Troy,2023,454.06,0.3057648494938178
Akron,2023,445.02,0.2750024088804219
San Diego State,2023,440.15,0.25843016487740883
Utah State,2023,435.99,0.24427399751549225
Louisiana Tech,2023,433.72,0.2365493581136772
Southern Miss,2023,425.21,0.2075904676689869
Georgia Southern,2023,416.69,0.17859754797583066
Colorado State,2023,413.96,0.16930756314457276
Miami (OH),2023,408.16,0.14957059903420833
Hawai'i,2023,407.77,0.14824345834402847
Ball State,2023,403.54,0.1338490862428489
Western Michigan,2023,401.82,0.12799605550667173
Bowling Green,2023,397.62,0.11370377115089049
UTEP,2023,379.64,0.052519182408760134
New Mexico State,2023,378.99,0.05030728125846073
Eastern Michigan,2023,377.07,0.04377366555296066
New Mexico,2023,375.35,0.03792063481678367
Kent State,2023,373.33,0.031046726626622074
UNLV,2023,354.46,-0.03316646522899522
Northern Illinois,2023,352.36,-0.04031260740688574
Jackson State,2023,351.51,-0.04320509352650822
Old Dominion,2023,343.17,-0.0715854867472738
Ohio,2023,342.6,-0.07352515390984408
Wyoming,2023,338.5,-0.08747714578096398
UL Monroe,2023,336.22,-0.09523581443124514
Central Michigan,2023,332.64,-0.10741828538212551
Liberty,2023,330.29,-0.11541515877166968
Florida A&M,2023,322.74,-0.14110724136360986
Abilene Christian,2023,306.57,-0.19613253613336779
Buffalo,2023,296.09,-0.23179518852588873
Sam Houston,2023,240.42,-0.42123601473692285
Missouri State,2023,233.11,-0.44611139536567535
Jacksonville State,2023,227.27,-0.4659844764699046
UT Martin,2023,221.77,-0.4847005631262848
Eastern Kentucky,2023,214.42,-0.5097120607489021
Chattanooga,2023,201.79,-0.5526910015616443
Alabama State,2023,197.43,-0.5675277538928839
James Madison,2023,196.53,-0.570590386254837
Rhode Island,2023,191.72,-0.5869584547670532
Stony Brook,2023,185.5,-0.608124647312996
Northern Iowa,2023,184.63,-0.6110851919295507
Stephen F. Austin,2023,172.29,-0.6530772845367747
North Alabama,2023,163.24,-0.6838737543986366
Southern,2023,162.55,-0.6862217725428007
Northwestern State,2023,157.75,-0.7025558118065508
Grambling,2023,153.13,-0.7182773245979102
Montana,2023,149.93,-0.7291666841070769
Northern Arizona,2023,148.76,-0.7331481061776159
Northern Colorado,2023,145.36,-0.7447180506561055
Tennessee State,2023,142.51,-0.7544163864689571
Alabama A&M,2023,137.64,-0.7709886304719702
Prairie View A&M,2023,135.18,-0.779359825594642
Austin Peay,2023,120.36,-0.8297911718214702
East Tennessee State,2023,119.73,-0.8319350144748373
Montana State,2023,119.55,-0.832547540947228
Southern Illinois,2023,115.37,-0.846771766806077
Illinois State,2023,114.98,-0.8480989074962566
Duquesne,2023,111.13,-0.8612001681557229
Southern Utah,2023,109.83,-0.8656239704563219
Lamar,2023,108.97,-0.8685504858244104
SE Louisiana,2023,107.19,-0.8746076920513843
Morgan State,2023,105.49,-0.8803926642906291
Delaware,2023,99.19,-0.901831090824301
Samford,2023,97.62,-0.907173682833486
South Dakota,2023,96.61,-0.9106106369285667
Alcorn State,2023,96.02,-0.9126183625880694
Cal Poly,2023,94.82,-0.9167018724040068
Hampton,2023,91.03,-0.929598957572676
Bethune-Cookman,2023,89.46,-0.934941549581861
North Carolina A&T,2023,88.34,-0.9387528254100694
Eastern Illinois,2023,85.97,-0.946817757296546
Central Arkansas,2023,84.99,-0.9501526236462282
Sacramento State,2023,83.86,-0.9539979287229027
Eastern Washington,2023,81.05,-0.9635601475418897
Gardner-Webb,2023,80.81,-0.9643768495050772
Indiana State,2023,80.56,-0.9652275807167309
Murray State,2023,80,-0.967133218630835
Houston Christian,2023,78.5,-0.9722376059007569
Western Illinois,2023,78.14,-0.9734626588455382
UC Davis,2023,77.46,-0.9757766477412362
Portland State,2023,73.81,-0.9881973234313793
Mercer,2023,73.53,-0.9891501423884312
Campbell,2023,73.06,-0.9907495170663403
Norfolk State,2023,72.32,-0.9932676814528351
Western Carolina,2023,70.13,-1.000720086866921
Towson,2023,66.95,-1.0115413878791555
North Dakota State,2023,63.21,-1.024268326805494
Elon,2023,62.31,-1.027330959167447
UAlbany,2023,62.15,-1.0278754271429056
Youngstown State,2023,61.05,-1.0316186444741815
Weber State,2023,59.72,-1.036144534520179
Kennesaw State,2023,58.84,-1.0391391083851997
Nicholls,2023,57.04,-1.0452643731091058
Furman,2023,56.18,-1.0481908884771944
Maine,2023,54.85,-1.052716778523192
McNeese,2023,53,-1.0590121894894289
Monmouth,2023,52.49,-1.0607476811612022
Idaho,2023,47.44,-1.077932451636606
Robert Morris,2023,46.99,-1.0794637678175825
Bryant,2023,45.14,-1.0857591787838197
Central Connecticut,2023,44.75,-1.0870863194739993
Fordham,2023,42.87,-1.0934838181856346
Wofford,2023,42.55,-1.0945727541365513
Tennessee Tech,2023,34.79,-1.1209794509462805
South Carolina State,2023,33.04,-1.126934569427856
Arkansas-Pine Bluff,2023,32.77,-1.1278533591364421
Howard,2023,31.25,-1.1330258049032962
Southeast Missouri State,2023,30.08,-1.1370072269738354
Delaware State,2023,28.74,-1.1415671462682988
San Diego,2023,26.78,-1.1482368789676634
Richmond,2023,26.51,-1.1491556686762494
The Citadel,2023,26.4,-1.149529990409377
Wagner,2023,26.18,-1.1502786338756321
Bucknell,2023,25.64,-1.152116213292804
North Carolina Central,2023,25.46,-1.1527287397651946
South Dakota State,2023,23.58,-1.1591262384768302
Lafayette,2023,22.41,-1.1631076605473691
Butler,2023,20.61,-1.1692329252712754
Lehigh,2023,18.7,-1.1757325117283093
Sacred Heart,2023,17.99,-1.1781485883694056
Jacksonville,2023,17.99,-1.1781485883694056
Texas Southern,2023,17.36,-1.1802924310227727
St. Francis (PA),2023,16.89,-1.1818918057006818
New Hampshire,2023,16.21,-1.1842057945963798
Charleston Southern,2023,16.1,-1.184580116329507
Princeton,2023,16.08,-1.1846481748264395
Idaho State,2023,14.47,-1.190126883829489
North Dakota,2023,14.37,-1.1904671763141503
Morehead State,2023,13.5,-1.1934277209307051
Pennsylvania,2023,12.03,-1.1984300204552287
Holy Cross,2023,11.16,-1.201390565071783
Drake,2023,10.98,-1.2020030915441737
Yale,2023,8.97,-1.2088429704858692
Presbyterian,2023,8.66,-1.2098978771883195
Villanova,2023,4.33,-1.224632541774161
Army,2023,0,-1.239367206360002
Navy,2023,0,-1.239367206360002
Air Force,2023,0,-1.239367206360002
Alabama,2024,1018.28,2.1559186587593335
Georgia,2024,1006.89,2.091377686040623
Ohio State,2024,998.62,2.044516066691744
Texas,2024,953.95,1.7913953246948346
Clemson,2024,924.63,1.6252547346937287
Oregon,2024,916.71,1.5803763761395422
Texas A&M,2024,914.52,1.5679668300241796
Oklahoma,2024,906.61,1.523145136064127
LSU,2024,906.19,1.5207652231104962
Notre Dame,2024,905.52,1.5169686953035129
Penn State,2024,895.31,1.4591141446926228
Florida,2024,894.24,1.4530510331202773
Florida State,2024,879.48,1.3694140921783837
Miami,2024,868.15,1.3052131070244775
USC,2024,863.09,1.2765408223926362
Michigan,2024,859.21,1.2545549598686154
Tennessee,2024,858.67,1.251495071785375
Auburn,2024,833.61,1.1094935988853853
Missouri,2024,807.36,0.9607490392834405
Ole Miss,2024,801.66,0.9284502206270179
South Carolina,2024,798.18,0.90873094186836
North Carolina,2024,794.99,0.8906549363395907
Nebraska,2024,790.42,0.8647592168203184
Kentucky,2024,788.36,0.8530863104286994
SMU,2024,788.22,0.8522930061108225
Arkansas,2024,779.17,0.801011548419485
Wisconsin,2024,771.35,0.7566998358066392
TCU,2024,766.5,0.7292175076516132
UCLA,2024,758.87,0.6859824223273145
Arizona State,2024,757.02,0.6754994724125107
Colorado,2024,749.16,0.6309611014231282
UCF,2024,746.3,0.6147550275007829
Utah,2024,745.21,0.6085785867401693
Mississippi State,2024,743.77,0.6004188851848623
Washington,2024,741.11,0.5853461031451987
Louisville,2024,739.28,0.574976482418663
Purdue,2024,738.93,0.5729932216239703
Texas Tech,2024,732.07,0.5341213100479959
Iowa,2024,723.51,0.485616417469228
NC State,2024,722.41,0.47938331211447976
Michigan State,2024,721.75,0.475643448901631
Stanford,2024,719.43,0.46249726306252553
Pittsburgh,2024,713.74,0.4302551090002376
Baylor,2024,709.46,0.406002662710854
Minnesota,2024,705.22,0.3819768747980065
Georgia Tech,2024,703,0.36939733490024185
California,2024,702.38,0.3658841300639292
Syracuse,2024,698.59,0.3444082488871153
Kansas,2024,696.92,0.3349452616667245
Vanderbilt,2024,695.96,0.3295054606298538
Maryland,2024,695.59,0.32740887064689306
Virginia Tech,2024,695.42,0.3264455725466134
Oklahoma State,2024,687.76,0.2830404934399127
West Virginia,2024,684.9,0.2668344195175674
Northwestern,2024,675.78,0.21515630966729168
Arizona,2024,672.7,0.19770361467399725
Indiana,2024,668.92,0.17628439809131669
Boston College,2024,667.91,0.17056127408377525
Rutgers,2024,663.55,0.1458555110413188
Cincinnati,2024,662.34,0.13899909515109626
Virginia,2024,662.28,0.1386591075862915
Tulane,2024,654.07,0.092137475802217
Illinois,2024,653.75,0.09032420878992634
Kansas State,2024,651.75,0.0789912899631115
Charlotte,2024,648.28,0.05932867579858758
Houston,2024,646.7,0.05037566992540427
UTSA,2024,644.36,0.037116154898030725
Iowa State,2024,642.12,0.024423285811998048
South Florida,2024,641.02,0.018190180457249756
Duke,2024,635.89,-0.010878756333530294
Wake Forest,2024,635.45,-0.013371998475429223
Memphis,2024,633.44,-0.02476158189637809
Oregon State,2024,626.97,-0.061423574301124266
East Carolina,2024,611.66,-0.14817706792039223
Washington State,2024,610.54,-0.15452350246340857
San Diego State,2024,608.95,-0.1635331729307259
Boise State,2024,608.26,-0.16744302992597734
BYU,2024,602.46,-0.2003084945237401
North Texas,2024,595.42,-0.24020036879412882
Florida Atlantic,2024,592.16,-0.25867302648183693
Marshall,2024,587.22,-0.2866653359840693
Massachusetts,2024,585.57,-0.2960149940161914
UAB,2024,583.23,-0.30927450904356496
App State,2024,575.31,-0.35415286759775216
UNLV,2024,575.16,-0.3550028365097631
Arkansas State,2024,573.27,-0.3657124448011031
Toledo,2024,571.92,-0.3733621650092032
Liberty,2024,569.65,-0.38622502787763796
Fresno State,2024,568.31,-0.3938180834916041
Southern Miss,2024,565.51,-0.40968416984914463
Georgia State,2024,564.88,-0.41325403927959126
Coastal Carolina,2024,557.61,-0.4544491992150631
Tulsa,2024,556.71,-0.45954901268712967
South Alabama,2024,554.77,-0.4705419439491404
Louisiana,2024,553.39,-0.4783616579396426
Western Michigan,2024,547.19,-0.5134937063027682
Colorado State,2024,546.04,-0.5200101346281872
Utah State,2024,543.56,-0.5340629539734377
Texas State,2024,540.17,-0.5532722513848889
Rice,2024,538.4,-0.5633018845466199
UConn,2024,537.91,-0.5660784496591896
Akron,2024,537.82,-0.5665884310063958
