team,year,talent,scaled_talent
Eastern Illinois,2018,6.75,-1.1077466399927562
Lehigh,2018,6.66,-1.1080636383407139
Elon,2018,6.66,-1.1080636383407139
Marist,2018,4.44,-1.1158829309236704
Yale,2018,3.3,-1.1198982433311346
Alabama,2019,984.96,2.2227892731173267
Ohio State,2019,973.56,2.183431059358798
Georgia,2019,960.16,2.137167895818072
USC,2019,915.56,1.9831875156750576
LSU,2019,906.17,1.9507687764476382
Florida State,2019,878.07,1.8537542320077576
Texas,2019,877.91,1.8532018360251814
Oklahoma,2019,869.53,1.824270096437772
Clemson,2019,863.03,1.8018290096456289
Penn State,2019,857.34,1.7821844275152758
Michigan,2019,853.4,1.7685816764443456
Texas A&M,2019,848.89,1.7530110146854894
Auburn,2019,843.93,1.7358867392256383
Notre Dame,2019,843.29,1.7336771552953352
Florida,2019,835.68,1.7074038213740719
Tennessee,2019,830.34,1.6889676054556035
Oregon,2019,817.7,1.6453283228321127
Miami,2019,815.12,1.6364209376130772
Washington,2019,801.33,1.5888113088648226
Stanford,2019,787.59,1.5413743038611225
South Carolina,2019,762.68,1.455373154323847
UCLA,2019,741.4,1.381904488641261
Mississippi State,2019,732.68,1.3517989075908778
Nebraska,2019,729.47,1.3407164631904505
Ole Miss,2019,717.92,1.3008403781982572
Arkansas,2019,707.72,1.2656251343090479
Maryland,2019,703.94,1.2525747792206938
North Carolina,2019,697.75,1.231203959644791
Virginia Tech,2019,696.39,1.2265085937928963
TCU,2019,691.63,1.2100748133112653
Michigan State,2019,688.74,1.2000971608759892
Arizona State,2019,686.44,1.1921564686264619
Wisconsin,2019,675.8,1.1554221357851684
Kentucky,2019,672.74,1.1448575626184057
Baylor,2019,668.9,1.1316000590365856
NC State,2019,668.85,1.1314274352920308
Illinois,2019,661.73,1.106845814067406
Louisville,2019,645.84,1.0519859880478435
Oklahoma State,2019,644.42,1.0470834737024828
Missouri,2019,642.83,1.0415940386256357
West Virginia,2019,639.11,1.0287508320307472
Pittsburgh,2019,637.95,1.0247459611570726
Iowa,2019,637.65,1.0237102186897427
Duke,2019,633.24,1.0084848044199963
Georgia Tech,2019,629.1,0.9941915583708467
Minnesota,2019,621.36,0.9674694027137406
Utah,2019,620.35,0.9639824030737306
Colorado,2019,614.27,0.9429913557358488
Northwestern,2019,612.62,0.9372947721655356
California,2019,611.58,0.9337041982787928
Purdue,2019,607.4,0.9192728532339989
Vanderbilt,2019,605.06,0.9111940619888271
Indiana,2019,603.81,0.9068784683749535
UCF,2019,598.57,0.8887874999455951
Houston,2019,597.62,0.885507648799051
Iowa State,2019,597.15,0.8838849856002344
Oregon State,2019,595.5,0.8781884020299212
Rutgers,2019,587.28,0.8498090584250876
Virginia,2019,580.28,0.8256417341873947
Texas Tech,2019,577.21,0.8150426362717211
Cincinnati,2019,576.61,0.8129711513370617
Syracuse,2019,574.82,0.8067912212819947
Arizona,2019,570.07,0.7903919655492745
SMU,2019,565.15,0.7734057890850673
Boston College,2019,564.95,0.7727152941068478
Wake Forest,2019,563.24,0.7668115620430684
Boise State,2019,561.42,0.7605280577412681
BYU,2019,560.78,0.7583184738109648
South Florida,2019,559.66,0.754451701932934
Washington State,2019,556.27,0.7427478120521085
Memphis,2019,551.97,0.727902170020383
Kansas State,2019,543.49,0.6986251829438637
Florida International,2019,532.88,0.6619944243493036
Kansas,2019,528.62,0.647286881313222
Florida Atlantic,2019,524.02,0.6314054968141667
Colorado State,2019,518.83,0.6134871521293632
San Diego State,2019,504.19,0.5629429197236742
Louisiana Tech,2019,501.25,0.5527926435438432
Marshall,2019,489.63,0.5126748853092731
Temple,2019,489.03,0.5106034003746136
Tulane,2019,486.98,0.5035258268478608
Western Kentucky,2019,486.97,0.50349130209895
Fresno State,2019,482.79,0.4890599570541562
UTSA,2019,471.36,0.44959816904889494
East Carolina,2019,468.23,0.4387919226397552
UNLV,2019,462.72,0.4197687859897999
Nevada,2019,461.96,0.4171449050725645
North Texas,2019,457.24,0.4008492235865775
Southern Miss,2019,456.29,0.3975693724400335
Western Michigan,2019,452.05,0.3829308789017738
Toledo,2019,451.43,0.38079034446929244
Middle Tennessee,2019,450.79,0.37858076053898915
Arkansas State,2019,447.87,0.3684995338569801
UAB,2019,441.81,0.3475775360169203
San José State,2019,433.33,0.318300548940401
Tulsa,2019,424.54,0.28795329464764113
Utah State,2019,424.16,0.2866413541890236
Hawai'i,2019,420.99,0.27569700878423975
Central Michigan,2019,416.63,0.2606442182590482
UConn,2019,412.55,0.24655812070336447
App State,2019,412.32,0.24576405147841163
Georgia Southern,2019,411.8,0.24396876453504024
Louisiana,2019,406.49,0.2256361228633047
New Mexico,2019,401.9,0.2097892631131603
Northern Illinois,2019,397.98,0.19625556154005247
Wyoming,2019,397.9,0.1959793635487644
Rice,2019,397.04,0.19301023514241947
Troy,2019,388.67,0.16411302030392105
Charlotte,2019,386.38,0.15620685280330435
South Alabama,2019,381.38,0.13894447834780949
Old Dominion,2019,374.74,0.11602004507091236
Georgia State,2019,369.05,0.09637546294055922
Miami (OH),2019,359.14,0.06216143676976833
Massachusetts,2019,358.88,0.06126379329808263
UTEP,2019,355.31,0.04893845793685933
Texas State,2019,348.47,0.025323529681742455
UL Monroe,2019,346.03,0.01689949094746078
Ohio,2019,337.17,-0.013689436587675954
Navy,2019,335.4,-0.019800317144921267
Ball State,2019,327.92,-0.045624829330341433
Eastern Michigan,2019,317.49,-0.08163414244450373
Bowling Green,2019,315.44,-0.08871171597125665
Kent State,2019,313.22,-0.09637621022949627
Akron,2019,312.81,-0.09779172493484693
Coastal Carolina,2019,305.73,-0.1222352471638276
Buffalo,2019,284.74,-0.19470269512799504
New Mexico State,2019,269.79,-0.2463171947499246
Army,2019,265.19,-0.26219857924897993
Sam Houston,2019,184.58,-0.5405025802204679
SE Louisiana,2019,178.38,-0.5619079245452816
Nicholls,2019,155.75,-0.6400374313308513
Chattanooga,2019,155.43,-0.641142223296003
Liberty,2019,153.48,-0.6478745493336461
Air Force,2019,151.86,-0.6534675586572263
Alabama State,2019,136.54,-0.7063594739888626
Towson,2019,135.03,-0.711572711074422
Duquesne,2019,129.11,-0.7320113624297279
Montana State,2019,120.95,-0.7601835575410956
Illinois State,2019,119.34,-0.7657420421157648
James Madison,2019,110.76,-0.7953642766813941
Jacksonville State,2019,108.58,-0.8028906719439899
Hampton,2019,104.67,-0.8163898487681867
Samford,2019,97.76,-0.8402464502656807
Campbell,2019,96.7,-0.8439060736502456
Murray State,2019,96,-0.8463228060740149
Richmond,2019,95.66,-0.8474966475369885
UT Martin,2019,93.72,-0.8541944488257205
Tennessee State,2019,92.64,-0.8579231217081075
Stephen F. Austin,2019,91.75,-0.8609958243611855
Idaho,2019,87.17,-0.8768081593624187
Kennesaw State,2019,86.45,-0.8792939412840101
McNeese,2019,86.21,-0.8801225352578739
Eastern Kentucky,2019,86.14,-0.8803642085002508
Southeast Missouri State,2019,83.35,-0.8899966134464168
Delaware,2019,77.11,-0.9115400567668743
Western Illinois,2019,70.98,-0.932703727849311
William & Mary,2019,70.28,-0.9351204602730805
Southern Illinois,2019,69.8,-0.9367776482208079
North Carolina A&T,2019,69.44,-0.9380205391816036
Florida A&M,2019,69.36,-0.9382967371728914
Youngstown State,2019,67.72,-0.9439587959942937
Northwestern State,2019,67.5,-0.9447183404703355
Grambling,2019,67.45,-0.9448909642148905
Stony Brook,2019,66.41,-0.9484815381016335
Montana,2019,65.83,-0.9504839735384708
East Tennessee State,2019,61.69,-0.9647772195876205
Bethune-Cookman,2019,60.9,-0.9675046747515889
Austin Peay,2019,58.68,-0.9751691690098284
Weber State,2019,53.55,-0.9928803652011661
Norfolk State,2019,52.48,-0.996574513334642
Southern,2019,52.19,-0.9975757310530607
North Dakota State,2019,50.79,-1.0024091959005992
Incarnate Word,2019,47.36,-1.0142511847770688
Abilene Christian,2019,46.84,-1.01604647172044
Missouri State,2019,44.24,-1.0250229064372975
Jackson State,2019,44.19,-1.0251955301818525
North Alabama,2019,43.9,-1.0261967479002714
North Carolina Central,2019,43.62,-1.027163440869779
South Dakota,2019,42.81,-1.029959945531569
Prairie View A&M,2019,42.01,-1.0327219254444484
Lamar,2019,41.39,-1.0348624598769296
Tennessee Tech,2019,41.07,-1.0359672518420813
UAlbany,2019,40.43,-1.0381768357723846
Texas Southern,2019,40.03,-1.0395578257288243
Idaho State,2019,39.63,-1.040938815685264
Central Arkansas,2019,38.51,-1.0448055875632947
Fordham,2019,38.15,-1.0460484785240904
Northern Iowa,2019,37.29,-1.0490176069304353
Southern Utah,2019,35.09,-1.056613051690853
Northern Arizona,2019,35,-1.056923774431052
South Carolina State,2019,32.5,-1.0655549616587996
Charleston Southern,2019,32.36,-1.0660383081435534
Portland State,2019,30.88,-1.07114797098238
Maine,2019,30.23,-1.0733920796615941
Alcorn State,2019,29.54,-1.0757742873364524
Arkansas-Pine Bluff,2019,29.07,-1.077396950535269
Cal Poly,2019,28.91,-1.0779493465178447
Princeton,2019,27.29,-1.083542355841425
Robert Morris,2019,26.82,-1.0851650190402418
Houston Christian,2019,26.8,-1.0852340685380637
Eastern Illinois,2019,24.67,-1.0925878400561044
Indiana State,2019,24.51,-1.0931402360386804
Furman,2019,24.31,-1.0938307310169
Morgan State,2019,23.32,-1.097248681159088
Elon,2019,18.77,-1.1129574419135884
Sacramento State,2019,18.35,-1.11440748136785
Wagner,2019,17.91,-1.1159265703199335
Jacksonville,2019,17.49,-1.117376609774195
South Dakota State,2019,17.26,-1.118170678999148
Monmouth,2019,15.76,-1.1233493913357964
Rhode Island,2019,15.55,-1.124074411062927
Delaware State,2019,15.41,-1.1245577575476808
Sacred Heart,2019,15.08,-1.1256970742617436
Eastern Washington,2019,14.8,-1.1266637672312512
Gardner-Webb,2019,14.72,-1.1269399652225391
Lehigh,2019,13.9,-1.1297709946332404
Alabama A&M,2019,13.54,-1.131013885594036
Northern Colorado,2019,13.41,-1.1314627073298789
North Dakota,2019,13.24,-1.1320496280613657
St. Francis (PA),2019,13.03,-1.1327746477884966
Mercer,2019,12.14,-1.1358473504415747
Butler,2019,11.61,-1.137677162133857
Drake,2019,11.1,-1.1394379243283175
Brown,2019,9.44,-1.1451690326475419
Central Connecticut,2019,8.93,-1.1469297948420023
Western Carolina,2019,8.58,-1.148138161053887
Wofford,2019,7.83,-1.1507275172222111
Holy Cross,2019,7.31,-1.1525228041655826
Georgetown,2019,6.66,-1.1547669128447968
Mississippi Valley State,2019,6.66,-1.1547669128447968
Bryant,2019,6.3,-1.1560098038055926
Georgia,2020,990.47,2.219064339919105
Alabama,2020,985.86,2.2032319930085236
Ohio State,2020,976.48,2.1710178034160617
Clemson,2020,915.57,1.961831631979296
Texas,2020,892.91,1.8840092933689345
Texas A&M,2020,875.1,1.8228435453261045
LSU,2020,873.23,1.8164213134990357
Oklahoma,2020,866.36,1.7928273388188423
Notre Dame,2020,866.21,1.7923121865332488
USC,2020,853.16,1.7474939376865928
Penn State,2020,850.7,1.7390454402028557
Auburn,2020,844.78,1.7187140966647558
Tennessee,2020,844.16,1.7165848005509683
Michigan,2020,832.65,1.6770554485030753
Florida State,2020,832.59,1.676849387588838
Miami,2020,822.41,1.6418877191398757
Oregon,2020,816.74,1.6224149627444324
Washington,2020,815.23,1.6172290964027887
Florida,2020,809.32,1.5969320963503955
Stanford,2020,801.6,1.5704189253851708
South Carolina,2020,771.64,1.4675258422092472
Arizona State,2020,743.24,1.3699903428034987
North Carolina,2020,740.19,1.3595155796630927
Mississippi State,2020,739.3,1.3564590094352362
Nebraska,2020,733.39,1.3361620093828428
Arkansas,2020,719.15,1.2872568857371436
Kentucky,2020,716.65,1.2786710143105813
TCU,2020,712.31,1.2637659415140687
Ole Miss,2020,702.2,1.229044677465051
Georgia Tech,2020,684.42,1.167981959879339
NC State,2020,680.31,1.1538667872540704
Wisconsin,2020,676.48,1.1407132322285771
Michigan State,2020,673.43,1.1302384690881708
Virginia Tech,2020,670.7,1.120862697490365
UCLA,2020,660.71,1.0865535552698218
Pittsburgh,2020,653.05,1.0602464452188343
Utah,2020,649.86,1.0492908732785409
Maryland,2020,646.29,1.0370302488814098
Illinois,2020,644.09,1.029474682026035
Purdue,2020,644.03,1.0292686211117974
Baylor,2020,642.13,1.02274335882761
Oklahoma State,2020,639.23,1.0127837479727977
Iowa,2020,631.81,0.9873008815787604
West Virginia,2020,631.27,0.985446333350623
Colorado,2020,630.39,0.9824241066084731
Northwestern,2020,629.84,0.9805352148946296
Missouri,2020,627.24,0.9716059086110046
Louisville,2020,621.82,0.9529917393582176
Texas Tech,2020,619.6,0.94536748553143
Duke,2020,617.12,0.9368503010762801
Oregon State,2020,616.25,0.9338624178198364
Indiana,2020,611.17,0.9164159270810616
Houston,2020,608.28,0.9064906597119554
Vanderbilt,2020,607.68,0.9044300505695804
SMU,2020,604.59,0.8938179134863496
Iowa State,2020,602.96,0.888219925316231
Boston College,2020,602.69,0.8872926512021623
Cincinnati,2020,600.61,0.8801492061752623
California,2020,599.17,0.8752037442335622
Minnesota,2020,594.7,0.859852206122869
UCF,2020,593.07,0.85425421795275025
Rutgers,2020,588.56,0.8387653058992314
Virginia,2020,588.54,0.838696618927819
Memphis,2020,587.17,0.8339915613860628
Syracuse,2020,578.28,0.803460202593207
Wake Forest,2020,577.3,0.8000945409939945
Boise State,2020,571.21,0.7791793581988888
Kansas State,2020,560.96,0.7439772853499831
Kansas,2020,546.08,0.6928741786190838
South Florida,2020,538.18,0.6657428249111464
East Carolina,2020,528.47,0.6323953002903785
Arizona,2020,526.23,0.6247023594921786
Tulane,2020,526.19,0.6245649855493537
Washington State,2020,516.96,0.5928659482424854
BYU,2020,510.95,0.5722255133330293
Florida Atlantic,2020,488.99,0.4968072187221055
Temple,2020,482.14,0.4732819310133245
Florida International,2020,480.5,0.4676495993574996
Tulsa,2020,470.03,0.4316919698230563
Louisiana Tech,2020,467.46,0.4228656939965502
Charlotte,2020,462.29,0.4051101118864194
UTSA,2020,458.03,0.3904797869755569
San Diego State,2020,454.6,0.3786999713783135
Western Kentucky,2020,447.91,0.3557241794408326
UNLV,2020,447.31,0.3536635702984576
Colorado State,2020,446.94,0.35239286132732633
Fresno State,2020,440.1,0.32890191710425176
North Texas,2020,415.68,0.24503512500959046
Marshall,2020,408.98,0.22202498958640335
Middle Tennessee,2020,405.4,0.2097300217035659
Southern Miss,2020,401.05,0.1947906054213475
Nevada,2020,400.84,0.19406939222151612
Utah State,2020,400.78,0.19386333130727862
San José State,2020,397.99,0.18428149879523514
Hawai'i,2020,393.56,0.1690673346273666
Toledo,2020,391.54,0.16212995051470425
Arkansas State,2020,389.49,0.15508953594492308
UAB,2020,383.56,0.1347238489211171
Western Michigan,2020,382.78,0.13204505703602953
Texas State,2020,382.6,0.13142687429331723
App State,2020,382.58,0.1313581873219046
Louisiana,2020,378.95,0.11889150201053604
Rice,2020,358.95,0.050204530598037075
Wyoming,2020,352.91,0.029461065231462507
Old Dominion,2020,350.91,0.02259236809021261
Central Michigan,2020,350.35,0.02066913289066263
UConn,2020,347.5,0.010881239464381449
New Mexico,2020,340.16,-0.014326879044005588
Georgia Southern,2020,335.43,-0.030571347783061656
Georgia State,2020,333.22,-0.03816125812414272
Troy,2020,323.67,-0.07095928697361102
Ohio,2020,304.79,-0.13579978798701003
UTEP,2020,297.36,-0.16131699786675344
UL Monroe,2020,286.74,-0.1977897796867904
Kent State,2020,270.29,-0.25428481367357075
Navy,2020,266.19,-0.26836564281313313
South Alabama,2020,265.69,-0.2700828170984456
Northern Illinois,2020,262.67,-0.2804545497817329
Miami (OH),2020,259.14,-0.2925778002360391
Ball State,2020,257.94,-0.29669901852078895
Buffalo,2020,252.86,-0.31414550925956364
Massachusetts,2020,246.83,-0.33485463114043207
Eastern Michigan,2020,246.82,-0.3348889746261384
Akron,2020,232.81,-0.3830041981005939
Bowling Green,2020,215.06,-0.44396388522918673
Coastal Carolina,2020,213.39,-0.44969924734213046
Liberty,2020,158.93,-0.636733870498365
Army,2020,152.03,-0.6604308756356773
Chattanooga,2020,150.93,-0.6642086590633647
Austin Peay,2020,149.28,-0.6698753342048959
Eastern Kentucky,2020,148.05,-0.6740995829467645
Texas Southern,2020,143.43,-0.6899662733430518
New Mexico State,2020,143.36,-0.6902066777429955
Towson,2020,142.39,-0.6935379958565018
Alabama State,2020,136.54,-0.7136289349946577
James Madison,2020,118.89,-0.7742451872661881
North Carolina A&T,2020,116.79,-0.7814573192645003
Florida A&M,2020,102.58,-0.830259412453081
Stephen F. Austin,2020,99.93,-0.839360436165237
Southern Illinois,2020,96.82,-0.8500412602198807
Grambling,2020,95.67,-0.8539907610760993
Campbell,2020,93.73,-0.8606533973031117
Prairie View A&M,2020,91.02,-0.8699604819295055
Missouri State,2020,85.24,-0.8898110166677176
Incarnate Word,2020,81.78,-0.90169386272208
Sam Houston,2020,81.65,-0.9021403280362612
Tennessee State,2020,80.11,-0.9074292248350235
Abilene Christian,2020,79.83,-0.9083908424347986
Bethune-Cookman,2020,76.68,-0.9192090404322671
Montana State,2020,76.41,-0.920136314546336
UT Martin,2020,72.15,-0.9347666394571983
Maine,2020,72.07,-0.9350413873428481
Air Force,2020,71.92,-0.9355565396284419
Samford,2020,70.54,-0.9402959406559043
Stony Brook,2020,68.32,-0.9479201944826917
Illinois State,2020,67.52,-0.9506676733391918
Weber State,2020,66.96,-0.9525909085387417
North Dakota State,2020,61.62,-0.9709303299058789
East Tennessee State,2020,60.39,-0.9751545786477476
SE Louisiana,2020,58.98,-0.9799970101323286
Elon,2020,55.95,-0.9904030863013223
Portland State,2020,55.65,-0.9914333908725099
Montana,2020,53.39,-0.9991950186421222
Western Illinois,2020,53.01,-1.0005000710989598
Norfolk State,2020,52.48,-1.002320275841391
Alabama A&M,2020,52.37,-1.0026980541841597
UC Davis,2020,50.8,-1.0080899814400408
Richmond,2020,49.75,-1.011696047439197
Idaho,2020,47.38,-1.0198354535515781
North Alabama,2020,46.88,-1.0215526278368907
Murray State,2020,44.74,-1.028902133778028
North Carolina Central,2020,43.62,-1.0327486041771279
Duquesne,2020,42.21,-1.0375910356617093
Northern Arizona,2020,41.84,-1.0388617446328403
Southeast Missouri State,2020,41.44,-1.0402354840610903
Youngstown State,2020,35.85,-1.0594334925708837
Hampton,2020,33.45,-1.0676759291403837
Idaho State,2020,32.78,-1.0699769426827024
South Carolina State,2020,32.5,-1.0709385602824775
Northern Colorado,2020,31.63,-1.073926443538921
Northern Iowa,2020,30.66,-1.0772577616524273
UAlbany,2020,30.44,-1.0780133183379648
Eastern Washington,2020,30.41,-1.0781163487950833
Furman,2020,30.39,-1.0781850357664962
Sacramento State,2020,30.24,-1.0787001880520897
Delaware,2020,29.77,-1.0803143318802835
Alcorn State,2020,29.54,-1.0811042320515272
Monmouth,2020,28.91,-1.083267871651021
Rhode Island,2020,28.5,-1.0846759545649771
Gardner-Webb,2020,28.16,-1.0858436330789896
Robert Morris,2020,26.82,-1.0904456601636272
Houston Christian,2020,26.8,-1.0905143471350396
South Dakota,2020,26.27,-1.092334551877471
Mercer,2020,25.92,-1.0935365738771894
Eastern Illinois,2020,25.8,-1.0939486957056646
Tennessee Tech,2020,25.67,-1.0943951610198457
Cal Poly,2020,25.44,-1.0951850611910896
Central Arkansas,2020,24.08,-1.0998557752471394
The Citadel,2020,23.94,-1.100336584047027
Northwestern State,2020,23.16,-1.1030153759321144
Fordham,2020,22.86,-1.1040456805033019
Southern,2020,22.17,-1.106415381017033
Indiana State,2020,22.02,-1.106930533302627
Wagner,2020,20.43,-1.1123911475299204
Jacksonville,2020,17.49,-1.1224881323275577
Kennesaw State,2020,16.24,-1.126781068040839
Arkansas-Pine Bluff,2020,15.35,-1.1298376382686952
Sacred Heart,2020,14.46,-1.1328942084965514
Lamar,2020,13.33,-1.1367750223813577
Western Carolina,2020,12.53,-1.1395225012378578
William & Mary,2020,12.39,-1.1400033100377451
Brown,2020,9.44,-1.1501346383210886
Central Connecticut,2020,8.93,-1.1518861560921074
St. Francis (PA),2020,8.83,-1.15222959094917
Wofford,2020,7.83,-1.155663939519795
New Hampshire,2020,7.81,-1.1557326264912073
Yale,2020,7.81,-1.1557326264912073
Bryant,2020,6.3,-1.160918492832851
Morgan State,2020,3.8,-1.1695043642594134
Alabama,2021,1004.04,2.234406279375521
Georgia,2021,1001.79,2.226599026714868
Ohio State,2021,985.09,2.1686518625224678
Clemson,2021,935.08,1.9951226600516936
LSU,2021,903.72,1.8863069074125522
Oklahoma,2021,895.38,1.8573680242170656
Texas A&M,2021,888.35,1.8329746970151153
Oregon,2021,885.75,1.8239529828294725
Florida,2021,885.67,1.8236753916237598
USC,2021,874.5,1.784916719526209
Texas,2021,874.19,1.7838410536040747
Notre Dame,2021,853.1,1.7106610719982231
Miami,2021,841.45,1.670236852666399
Auburn,2021,840.38,1.6665240702899997
Michigan,2021,832.6,1.6395283255344983
Penn State,2021,820.72,1.598306031486252
North Carolina,2021,798.29,1.5204763971847228
Washington,2021,789.51,1.4900107623578205
Tennessee,2021,780.83,1.459892116538058
Florida State,2021,769.76,1.4214804334476467
Wisconsin,2021,750.89,1.356003607800306
South Carolina,2021,747.88,1.3455592386853883
UCLA,2021,746.02,1.339105243152582
Stanford,2021,745.3,1.3366069223011732
Nebraska,2021,743.7,1.3310550981869316
Arizona State,2021,734.45,1.2989586150264703
Ole Miss,2021,732.02,1.2905267821529651
Arkansas,2021,722.84,1.2586731912975022
Mississippi State,2021,716.17,1.235529024521256
Kentucky,2021,709.07,1.2108928050143077
Utah,2021,707.72,1.206208453417916
Georgia Tech,2021,707.35,1.2049245940914977
Maryland,2021,705.79,1.1995115655801116
NC State,2021,700.36,1.1806700624924031
TCU,2021,698.52,1.1742854647610248
Michigan State,2021,677.07,1.0998563227294693
Pittsburgh,2021,668.67,1.0707092461296988
Indiana,2021,664.25,1.0553723320141057
Virginia Tech,2021,663.78,1.053741483680547
California,2021,662.11,1.0479467672613072
Baylor,2021,660.65,1.0428807277570613
Iowa,2021,657.39,1.0315688861242933
Minnesota,2021,653.25,1.0172035412286924
Northwestern,2021,648.79,1.001727831510243
Missouri,2021,647.74,0.9980844469352719
Purdue,2021,644.23,0.9859051327846536
Colorado,2021,640.85,0.9741769043433176
Oregon State,2021,640.66,0.9735176252297512
UCF,2021,639.06,0.9679658011155091
Boston College,2021,636.46,0.9589440869298663
Illinois,2021,630.16,0.9370837794800385
Cincinnati,2021,626.54,0.9245227774215662
Virginia,2021,619.61,0.900476439226756
Oklahoma State,2021,613.69,0.879934690004061
Iowa State,2021,613.6,0.8796223998976348
West Virginia,2021,611.29,0.8716069538326978
Vanderbilt,2021,609.82,0.8665062154277383
Louisville,2021,607.77,0.8593929407813656
Texas Tech,2021,607.1,0.8570681144335269
Duke,2021,605.57,0.8517591826242832
Washington State,2021,601.16,0.8364569674094036
Wake Forest,2021,589.19,0.7949223832547315
SMU,2021,576.03,0.7492586299150914
Rutgers,2021,573.14,0.7392306476087419
Memphis,2021,572.13,0.7357260586366268
Houston,2021,571.21,0.7325337597709378
Kansas State,2021,569.65,0.7271207312595517
Arizona,2021,567.61,0.7200421555138934
Syracuse,2021,567.19,0.718584801683905
Boise State,2021,557.69,0.6856208460055936
Florida Atlantic,2021,553.28,0.670318630790714
Kansas,2021,548.1,0.6523446002208559
South Florida,2021,540.51,0.6260081345789207
Western Kentucky,2021,524.97,0.5720860428693461
Florida International,2021,520.69,0.5572349133637491
Louisiana Tech,2021,520.48,0.5565062364487546
East Carolina,2021,516.06,0.5411693223331611
UTSA,2021,508.77,0.5158738237126465
Temple,2021,501.4,0.49030073388641954
North Texas,2021,496.31,0.4726389934229875
Middle Tennessee,2021,494.02,0.4646929451594787
Fresno State,2021,483.77,0.42912657192761633
Arkansas State,2021,475.74,0.40126335465426477
Tulsa,2021,470.49,0.38304643177940845
Southern Miss,2021,465.94,0.36725843195453295
Toledo,2021,465.4,0.36538469131597623
Tulane,2021,463.02,0.3571263529460414
Charlotte,2021,462.67,0.35591189142105106
Marshall,2021,456.97,0.3361335180140642
App State,2021,450.04,0.3120871798192539
Troy,2021,448.77,0.3076804194285742
UAB,2021,444.37,0.292412903114409
Colorado State,2021,443.16,0.2882143361280136
BYU,2021,443.13,0.2881102394258715
San Diego State,2021,441.63,0.28290540431876965
Louisiana,2021,435.63,0.26208606389036243
Texas State,2021,428.48,0.23727634987984392
Nevada,2021,421.64,0.21354230179145955
Rice,2021,419.65,0.20663722054937114
Coastal Carolina,2021,415.91,0.1936598316823308
South Alabama,2021,415.07,0.1907451240223537
Georgia State,2021,413.91,0.1867200515395284
San José State,2021,410.81,0.17596339231818459
Old Dominion,2021,409.31,0.17075855721108277
Hawai'i,2021,397.43,0.1295362631628365
Western Michigan,2021,396.47,0.1262051686942914
Utah State,2021,394.37,0.1189183995443488
UNLV,2021,392.44,0.11222151170654446
Georgia Southern,2021,383.76,0.08210286588678198
Bowling Green,2021,380.74,0.0716237978711504
Miami (OH),2021,378.03,0.06222039577765302
New Mexico,2021,360.77,0.002330093145268275
Kent State,2021,357.85,-0.007801985863223098
Northern Illinois,2021,354.21,-0.02043238572312363
Eastern Michigan,2021,340.6,-0.06765758959489386
Ball State,2021,338.31,-0.0756036378584027
Ohio,2021,332.25,-0.09663117169109399
UConn,2021,331.9,-0.0978456332160845
Akron,2021,330.97,-0.10107263098248744
Wyoming,2021,326.65,-0.11606255609094082
UTEP,2021,318.65,-0.14382167666215045
UL Monroe,2021,312.31,-0.165820779714834
Central Michigan,2021,268.89,-0.3164834066150743
Buffalo,2021,267.09,-0.3227292087435965
SE Louisiana,2021,231.02,-0.44788814361903784
Massachusetts,2021,227.21,-0.4611084247910764
Eastern Kentucky,2021,222.5,-0.4774516070273761
Missouri State,2021,205.25,-0.5373072107590469
Chattanooga,2021,193.46,-0.5782172147008671
Nicholls,2021,189.98,-0.5902924321493433
McNeese,2021,182.46,-0.6163860054862803
Jackson State,2021,173.86,-0.6462270601003306
Northern Colorado,2021,156.11,-0.707817608867702
Jacksonville State,2021,155.11,-0.7112874989391031
Liberty,2021,154.75,-0.7125366593648077
UT Martin,2021,149.55,-0.7305800877360938
North Carolina A&T,2021,132.73,-0.7889436387370622
Towson,2021,130.7,-0.7959875155820066
Florida A&M,2021,127.97,-0.8054603154769319
Navy,2021,127.63,-0.8066400781012083
Rhode Island,2021,127.52,-0.8070217660090625
Northwestern State,2021,126.22,-0.811532623101884
North Alabama,2021,123.39,-0.8213524120039495
Idaho,2021,122.44,-0.8246488075717806
Southern,2021,120.88,-0.8300618360831664
New Mexico State,2021,117.43,-0.8420329568295005
Weber State,2021,116.62,-0.8448435677873356
Stephen F. Austin,2021,115.81,-0.8476541787451706
Northern Arizona,2021,115.62,-0.8483134578587368
Army,2021,111.53,-0.8625053082507677
Sam Houston,2021,111.5,-0.8626094049529097
Northern Iowa,2021,108.66,-0.8724638927556891
Campbell,2021,108.65,-0.8724985916564032
Southern Illinois,2021,107.83,-0.8753439015149522
Murray State,2021,104.85,-0.8856841739277278
James Madison,2021,102.89,-0.8924851584676742
Abilene Christian,2021,96.46,-0.9147965516267839
Maine,2021,95,-0.9198625911310296
Montana,2021,94.99,-0.9198972900317436
Montana State,2021,92.72,-0.9277739404938244
Youngstown State,2021,90.76,-0.9345749250337707
Tennessee State,2021,88.82,-0.9413065117722891
Eastern Illinois,2021,87.86,-0.9446376062408341
Austin Peay,2021,87.48,-0.9459561644679666
Western Illinois,2021,82.24,-0.964138388442109
Portland State,2021,81.34,-0.9672612895063701
North Carolina Central,2021,80.58,-0.969898405960635
Cal Poly,2021,80.3,-0.9708699751806272
Stony Brook,2021,80.27,-0.9709740718827694
Duquesne,2021,77.09,-0.9820083223098253
Alcorn State,2021,71.95,-0.9998435572768274
